pid	pname	scientificName (gbif)	Normalized name	Details	pfid	phid	Error	kingdom	phylum	class	order	family	genus	species		Synonym 
121	Arabidopsis thaliana	Arabidopsis thaliana (L.) Heynh.	Arabidopsis thaliana	(L.) Heynh.	20	1		Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana		#N/A
122	Argania spinosa	Argania spinosa (L.) Skeels	Argania spinosa	(L.) Skeels	19	1		Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae	Sideroxylon	Sideroxylon spinosum		Sideroxylon spinosum GBIF 2685484
123	Arnica montana	Arnica montana L.	Arnica montana	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arnica	Arnica montana		#N/A
124	Artedia squamata	Artedia squamata L.	Artedia squamata	L.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Artedia	Artedia squamata		#N/A
125	Artemesia lobelii	Artemisia lobelii All.	Artemisia lobelii	All.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia alba		Artemisia alba GBIF 2685484
126	Artemesia roxburghiana var. purpurascens	Artemisia roxburghiana var. purpurascens (Jacquem. ex Bess.) Hook.fil.	Artemisia roxburghiana 	var. purpurascens (Jacquem. ex Bess.) Hook.fil.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia roxburghiana		#N/A
127	Artemisa haussknechtii	Artemisia haussknechtii Boiss.	Artemisia haussknechtii	Boiss.	15	1	Typographical error in genus	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia haussknechtii		#N/A
128	Artemisia abrotanum	Artemisia abrotanum L.	Artemisia abrotanum	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia abrotanum		#N/A
129	Artemisia absinthium	Artemisia absinthium L.	Artemisia absinthium	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia absinthium		#N/A
130	Artemisia afra	Artemisia afra Jacq. ex Willd.	Artemisia afra	Jacq. ex Willd.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia afra		#N/A
131	Artemisia annua	Artemisia annua L.	Artemisia annua	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia annua		#N/A
132	Artemisia arborescens	Artemisia arborescens L.	Artemisia arborescens	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia arborescens		#N/A
133	Artemisia armeniaca	Artemisia armeniaca Lam.	Artemisia armeniaca	Lam.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia armeniaca		#N/A
134	Artemisia aucheri	Artemisia aucheri Boiss.	Artemisia aucheri	Boiss.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium aucheri		Seriphidium aucheri GBIF 2685484
135	Artemisia barrelieri	Artemisia barrelieri Bess.	Artemisia barrelieri	Bess.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium barrelieri		Seriphidium barrelieri GBIF 2685484
136	Artemisia caerulescens ssp. caerulescens	Artemisia caerulescens subsp. caerulescens	Artemisia caerulescens	 subsp. caerulescens	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium caerulescens		Seriphidium caerulescens GBIF 2685484
137	Artemisia caerulescens ssp. cretacea	Artemisia caerulescens subsp. cretacea (Fiori) A.J.B.Brilli-Cattarini & L.Gubellini	Artemisia caerulescens	 subsp. Cretacea (Fiori) A.J.B.Brilli-Cattarini & L.Gubellini	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium caerulescens		Seriphidium caerulescens GBIF 2685484
138	Artemisia campestris	Artemisia campestris L.	Artemisia campestris	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia campestris		#N/A
139	Artemisia chamaemelifolia	Artemisia chamaemelifolia Vill.	Artemisia chamaemelifolia	Vill.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia chamaemelifolia		#N/A
140	Artemisia ciniformis	Artemisia ciniformis Krasch. & Popov ex P.Poljakov	Artemisia ciniformis	Krasch. & Popov ex P.Poljakov	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium ciniforme		Seriphidium ciniforme GBIF 2685484
141	Artemisia coerulescens	Artemisia L.	Artemisia caerulescens	Unresolved	15	1	Typographical error in specific epithet and duplicate entry	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia			#N/A
142	Artemisia coerulescens ssp. cretacea	Artemisia caerulescens subsp. cretacea (Fiori) A.J.B.Brilli-Cattarini & L.Gubellini	Artemisia caerulescens	subsp. Cretacea (Fiori) A.J.B.Brilli-Cattarini & L.Gubellini	15	1	duplicate entry	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium caerulescens		#N/A
143	Artemisia copa	Artemisia copa Phil.	Artemisia copa	Phil.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia copa		#N/A
144	Artemisia densiflora	Artemisia densiflora Viv.	Artemisia densiflora	Viv.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium densiflorum		Seriphidium densiflorum GBIF 2685484
145	Artemisia deserti	Artemisia deserti Krasch.	Artemisia deserti	Krasch.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium deserti		Seriphidium deserti GBIF 2685484
146	Artemisia diffusa	Artemisia diffusa Krasch. ex P.Poljakov	Artemisia diffusa	Krasch. ex P.Poljakov	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium diffusum		Seriphidium diffusum GBIF 2685484
147	Artemisia dracunculus	Artemisia dracunculus L.	Artemisia dracunculus	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia dracunculus		#N/A
148	Artemisia ferganensis	Artemisia ferganensis Krasch. ex Poljakov	Artemisia ferganensis	Krasch. ex Poljakov	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium ferganense		Seriphidium ferganense GBIF 2685484
149	Artemisia fragrans	Artemisia fragrans Willd.	Artemisia fragrans	Willd.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium fragrans		#N/A
150	Artemisia gallica	Artemisia gallica Willd.	Artemisia gallica	Willd.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium caerulescens		#N/A
151	Artemisia gmelinii	Artemisia gmelinii Stechm.	Artemisia gmelinii	Stechm.	14	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia gmelinii		#N/A
152	Artemisia gypsacea	"Artemisia gypsacea Krasch., Popov & Lincz. ex P.Poljakov"	Artemisia gypsacea	"Krasch., Popov & Lincz. ex P.Poljakov"	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium gypsaceum		Seriphidium gypsaceum GBIF 2685484
153	Artemisia herba-alba	Artemisia herba-alba subsp. valentina (Lam.) Masclans	Artemisia herba-alba	subsp. valentina (Lam.) Masclans	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia valentina		#N/A
154	Artemisia incana	Artemisia incana Druce	Artemisia incana	Druce	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia incana		#N/A
155	Artemisia judaica	Artemisia judaica L.	Artemisia judaica	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia judaica		#N/A
156	Artemisia kermanensis	Artemisia kermanensis D.Podl.	Artemisia kermanensis	D.Podl.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium kermanense		Seriphidium kermanense GBIF 2685484
157	Artemisia khorassanica	Artemisia khorassanica D.Podl.	Artemisia khorassanica	D.Podl.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium oliverianum		Seriphidium oliverianum GBIF 2685484
158	Artemisia kopetdaghensis	"Artemisia kopetdaghensis Krasch., Popov & Lincz. ex Poljakov"	Artemisia kopetdaghensis	"Krasch., Popov & Lincz. ex Poljakov"	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia kopetdaghensis		#N/A
159	Artemisia lobelii	Artemisia lobelii All.	Artemisia lobelii	All.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia alba		Artemisia alba GBIF 2685484
160	Artemisia maritima	Artemisia maritima Besser	Artemisia maritima	Besser	14	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia maritima		#N/A
161	Artemisia myriantha	Artemisia myriantha Wall. ex DC.	Artemisia myriantha	Wall. ex DC.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia myriantha		#N/A
162	Artemisia nilagirica	Artemisia nilagirica (C.B.Clarke) Pamp.	Artemisia nilagirica	(C.B.Clarke) Pamp.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia nilagirica		#N/A
163	Artemisia nilagirica var. Septentrionalis	Artemisia nilagirica var. septentrionalis Pamp.	Artemisia nilagirica	var. Septentrionalis Pamp.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia nilagirica		#N/A
164	Artemisia persica	Artemisia persica Boiss.	Artemisia persica	Boiss.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia persica		#N/A
165	Artemisia roxburghiana	Artemisia roxburghiana Bess.	Artemisia roxburghiana	Bess.	14	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia roxburghiana		#N/A
166	Artemisia santolina	Artemisia santolina Schrenk	Artemisia santolina	Schrenk	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium santolinum		Seriphidium santolinum GBIF 2685484
167	Artemisia scoparia	Artemisia scoparia Waldst. & Kit.	Artemisia scoparia	Waldst. & Kit.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia scoparia		#N/A
168	Artemisia sieberi	Artemisia sieberi Bess.	Artemisia sieberi	Bess.	14	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium sieberi		Seriphidium sieberi GBIF 2685484
169	Artemisia splendens	Artemisia splendens Willd.	Artemisia splendens	Willd.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia splendens		#N/A
170	Artemisia stelleriana	Artemisia stelleriana Bess.	Artemisia stelleriana	Bess.	14	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia stelleriana		#N/A
171	Artemisia subdigitata	Artemisia subdigitata Mattf.	Artemisia subdigitata	Mattf.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia dubia		Artemisia dubia GBIF 2685484
172	Artemisia verlotiorum	Artemisia verlotiorum Lamotte	Artemisia verlotiorum	Lamotte	15	2	Same as the next entry	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia verlotiorum		#N/A
173	Artemisia verlotiorum Lamotte	Artemisia verlotiorum Lamotte	Artemisia verlotiorum	Lamotte	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia verlotiorum		#N/A
174	Artemisia vulgaris	Artemisia vulgaris L.	Artemisia vulgaris	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia vulgaris		#N/A
175	Artemisia wallichiana	Artemisia wallichiana Bess.	Artemisia wallichiana	Bess.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia indica		Artemisia indica GBIF 2685484
176	Artmisia eriantha	Artemisia eriantha Ten.	Artemisia eriantha	Ten.	15	1	Typographical Error	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia umbelliformis		Artemisia umbelliformis GBIF 2685484
177	Aspilia africana	Aspilia africana (Pers.) C.D.Adams	Aspilia africana	(Pers.) C.D.Adams	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aspilia	Aspilia africana		#N/A
178	Astartea leptophylla	Astartea leptophylla Schauer	Astartea leptophylla	Schauer	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Astartea	Astartea fascicularis		Astartea fascicularis GBIF 2685484
179	Astartea sp. nov.	Astartea DC.	Astartea sp. nov.	Unresolved	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Astartea			#N/A
180	Aster ageratoides	Aster ageratoides Turcz.	Aster ageratoides	Turcz.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aster	Aster ageratoides		#N/A
181	Astrodaucus orientalis	Astrodaucus orientalis Drude	Astrodaucus orientalis	Drude	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Astrodaucus	Astrodaucus orientalis		#N/A
182	Astrodaucus persicus	Astrodaucus persicus Drude	Astrodaucus persicus	Drude	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Astrodaucus	Astrodaucus persicus		#N/A
183	Astydamia latifolia	Astydamia latifolia (L.fil.) O.Ktze.	Astydamia latifolia	(L.fil.) O.Ktze.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Astydamia	Astydamia latifolia		#N/A
184	Athamanta sicula	Athamanta sicula L.	Athamanta sicula	L.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Athamanta	Athamanta sicula		#N/A
185	Athamanta turbith subsp. Haynaldii	Athamanta turbith subsp. haynaldii (Borbás & Uechtr.) Tutin	Athamanta turbith 	subsp. haynaldii (Borbás & Uechtr.) Tutin	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Athamanta	Athamanta turbith		#N/A
186	Athamanta turbith subsp. Hungarica	Athamanta turbith subsp. hungarica (Borbás) Tutin	Athamanta turbith 	subsp. hungarica (Borbás) Tutin	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Athamanta	Athamanta turbith		#N/A
187	Athrotaxis cupressoides	Athrotaxis cupressoides D.Don	Athrotaxis cupressoides	D.Don	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Athrotaxis	Athrotaxis cupressoides		#N/A
188	Athrotaxis selaginoides	Athrotaxis selaginoides D.Don	Athrotaxis selaginoides	D.Don	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Athrotaxis	Athrotaxis selaginoides		#N/A
189	Athrotaxis taxifolia	Athrotaxis laxifolia Hook.	Athrotaxis taxifolia	Hook.	32	1	Typographical error in specific epithet	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Athrotaxis	Athrotaxis laxifolia		#N/A
190	Atlantia roxburghiana	Atalantia roxburghiana Hook.f.	Atalantia roxburghiana	Hook.f.	84	1	Typographical error in genus	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Atalantia	Atalantia roxburghiana		#N/A
191	Austrocedrus chilensis	Austrocedrus chilensis (D.Don) Pic.Serm. & M.P.Bizzarri	Austrocedrus chilensis	(D.Don) Pic.Serm. & M.P.Bizzarri	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Austrocedrus	Austrocedrus chilensis		#N/A
192	Averrhoa carmbola	Averrhoa carambola L.	Averrhoa carambola	L.	65	1	Typographical Error in the specific epithet	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Averrhoa	Averrhoa carambola		#N/A
193	Azilia eryngioedes	Azilia eryngioides (Pau) Hedge & Lamond	Azilia eryngioedes	(Pau) Hedge & Lamond	11	1	Typographical Error in the specific epithet	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azilia	Azilia eryngioides		#N/A
194	Baccharis articulata	Baccharis articulata Pers.	Baccharis articulata	Pers.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis articulata		#N/A
195	Baccharis articulata (female plant)	Baccharis articulata Pers.	Baccharis articulata	(female plant) Pers.	15	1	duplicate entry	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis articulata		#N/A
196	Baccharis coridifolia	Baccharis coridifolia DC.	Baccharis coridifolia	DC.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis coridifolia		#N/A
197	Baccharis dracunculifolia	Baccharis dracunculifolia DC.	Baccharis dracunculifolia	DC.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia		#N/A
198	Baccharis elaeoides	Baccharis elaeoides J.Rémy	Baccharis elaeoides	J.Rémy	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis elaeoides		#N/A
199	Baccharis halimifolia	Baccharis halimifolia L.	Baccharis halimifolia	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis halimifolia		#N/A
200	Baccharis linearis(A)	Baccharis linearis (Ruiz & Pav.) Pers.	Baccharis linearis	(Ruiz & Pav.) Pers. (A)	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis linearis		#N/A
201	Baccharis linearis(B)	Baccharis linearis (Ruiz & Pav.) Pers.	Baccharis linearis	(Ruiz & Pav.) Pers. (B)	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis linearis		#N/A
202	Baccharis magellanica	Baccharis magellanica (Lam.) Pers.	Baccharis magellanica	(Lam.) Pers.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis magellanica		#N/A
203	Baccharis obovata	Baccharis obovata Hook. & Arn.	Baccharis obovata	Hook. & Arn.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis obovata		#N/A
204	Baccharis racemosa	Baccharis racemosa DC.	Baccharis racemosa	DC.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis racemosa		#N/A
205	Baccharis salicifolia	Baccharis salicifolia (Ruiz & Pav.) Pers.	Baccharis salicifolia	(Ruiz & Pav.) Pers.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis salicifolia		#N/A
206	Baccharis spartioides	Baccharis spartioides (Hook. & Arn.) C.Gay	Baccharis spartioides	(Hook. & Arn.) C.Gay	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pseudobaccharis	Pseudobaccharis spartioides		Pseudobaccharis spartioides GBIF 2685484
207	Baccharis tenella	Baccharis tenella Hook. & Arn.	Baccharis tenella	Hook. & Arn.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pseudobaccharis	Pseudobaccharis tenella		Pseudobaccharis tenella GBIF 2685484
208	Baccharis tricuneata	Baccharis tricuneata Pers.	Baccharis tricuneata	Pers.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis tricuneata		#N/A
209	Backhousia enata	"Backhousia enata A.J.Ford, Craven & J.Holmes"	Backhousia enata	"A.J.Ford, Craven & J.Holmes"	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Backhousia	Backhousia enata		#N/A
210	Backhousia myrtifolia	Backhousia myrtifolia Hook.	Backhousia myrtifolia	Hook.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Backhousia	Backhousia myrtifolia		#N/A
211	Backhoustu citriodora	Backhousia citriodora F.Muell.	Backhousia citriodora	F.Muell.	62	1	Typographical Error	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Backhousia	Backhousia citriodora		#N/A
212	Ballota aucheri	Ballota aucheri Boiss.	Ballota aucheri	Boiss.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ballota	Ballota aucheri		#N/A
213	Barongia lophandra	Barongia lophandra Peter G.Wilson & B.Hyland	Barongia lophandra	Peter G.Wilson & B.Hyland	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Barongia	Barongia lophandra		#N/A
214	Bauhinia ungulata	Bauhinia ungulata L.	Bauhinia ungulata	L.	37	1		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia	Bauhinia ungulata		#N/A
215	Becium grandiflorum ssp. grandiflorum	Becium grandiflorum (Lam.) Pic.Serm.	Becium grandiflorum 	(Lam.) Pic.Serm. (subsp. Grandiflorum)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum grandiflorum		Ocimum grandiflorum GBIF 2685484
216	Berula erecta	Berula erecta (Huds.) Coville	Berula erecta	(Huds.) Coville	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Berula	Berula erecta		#N/A
217	Bidens alba	Bidens alba DC.	Bidens alba	DC.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens alba		#N/A
218	Bidens cernua	Bidens cernua L.	Bidens cernua	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens cernua		#N/A
219	Bidens gardneri	Bidens gardneri Baker	Bidens gardneri	Baker	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens gardneri		#N/A
220	Bidens pilosa	Bidens pilosa L.	Bidens pilosa	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens pilosa		#N/A
221	Bidens sulphurea	Bidens sulphurea (Cav.) Sch.Bip.	Bidens sulphurea	(Cav.) Sch.Bip.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cosmos	Cosmos sulphureus		Cosmos sulphureus GBIF 2685484
222	Bidens tripartita	Bidens tripartita L.	Bidens tripartita	L.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens tripartita		#N/A
223	Bifora radians	Bifora radians M.Bieb.	Bifora radians	M.Bieb.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bifora	Bifora radians		#N/A
224	Biota orientalis	Biota orientalis (L.) Endl.	Biota orientalis	(L.) Endl.	32	1		Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Platycladus	Platycladus orientalis		Platycladus orientalis GBIF 2685484
225	Bixa orellana	Bixa orellana L.	Bixa orellana	L.	18	1		Plantae	Tracheophyta	Magnoliopsida	Malvales	Bixaceae	Bixa	Bixa orellana		#N/A
226	Blepharocalyx gigantea	Blepharocalyx giganteus Lillo	Blepharocalyx giganteus	Lillo	62	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Blepharocalyx	Blepharocalyx salicifolius		Blepharocalyx salicifolius GBIF 2685484
227	Blepharocalyx salicifolius	Blepharocalyx salicifolius O.Berg	Blepharocalyx salicifolius	O.Berg	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Blepharocalyx	Blepharocalyx salicifolius		#N/A
228	Blepharocalyx tweediei	Blepharocalyx tweediei (Hook. & Arn.) O.Berg	Blepharocalyx tweediei	(Hook. & Arn.) O.Berg	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Blepharocalyx	Blepharocalyx salicifolius		Blepharocalyx salicifolius GBIF 2685484
229	Bocageopsis multiflora	Bocageopsis multiflora R.E.Fr.	Bocageopsis multiflora	R.E.Fr.	9	1		Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Bocageopsis	Bocageopsis multiflora		#N/A
230	Boesenbergia pandurata	Boesenbergia pandurata (Roxb.) Schltr.	Boesenbergia pandurata	(Roxb.) Schltr.	101	1		Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Boesenbergia	Boesenbergia rotunda		Boesenbergia rotunda GBIF 2685484
231	Bombycilaena erecta	Bombycilaena erecta (L.) Smoljan.	Bombycilaena erecta	(L.) Smoljan.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bombycilaena	Bombycilaena erecta		#N/A
232	Borago officinalis	Borago officinalis L.	Borago officinalis	L.	19	1		Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Borago	Borago officinalis		#N/A
233	Bowdichia vigiliodes	Bowdichia virgilioides Kunth	Bowdichia virgilioides	Kunth	37	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Bowdichia	Bowdichia virgilioides		#N/A
234	Brachystegia nigerica	Brachystegia nigerica Hoyle & A.P.D.Jones	Brachystegia nigerica	Hoyle & A.P.D.Jones	37	1		Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Brachystegia	Brachystegia nigerica		#N/A
