EPSID	EPID	synonyms
EPS699	EP96	Anemia fulva decomposita
EPS700	EP96	Hemianemia anthriscifolia
EPS701	EP96	Hemianemia anthriscifolia nana
EPS702	EP97	Anethum arvense
EPS703	EP97	Anethum involucratum
EPS704	EP97	Angelica graveolens
EPS705	EP97	Carum graveolens
EPS706	EP97	Celeri graveolens
EPS707	EP97	Ferula graveolens
EPS708	EP97	Heracleum graveolens
EPS709	EP97	Pastinaca anethum
EPS710	EP97	Pastinaca graveolens
EPS711	EP97	Peucedanum anethum
EPS712	EP97	Peucedanum graveolens
EPS713	EP97	Peucedanum graveolens
EPS714	EP97	Peucedanum sowa
EPS715	EP97	Selinum anethum
EPS716	EP97	Selinum graveolens
EPS717	EP97	Sium apium
EPS718	EP97	Sium graveolens
EPS719	EP97	Anethum arvense
EPS720	EP97	Anethum involucratum
EPS721	EP97	Angelica graveolens
EPS722	EP97	Carum graveolens
EPS723	EP97	Celeri graveolens
EPS724	EP97	Ferula graveolens
EPS725	EP97	Heracleum graveolens
EPS726	EP97	Pastinaca anethum
EPS727	EP97	Pastinaca graveolens
EPS728	EP97	Peucedanum anethum
EPS729	EP97	Peucedanum graveolens
EPS730	EP97	Peucedanum graveolens
EPS731	EP97	Peucedanum sowa
EPS732	EP97	Selinum anethum
EPS733	EP97	Selinum graveolens
EPS734	EP97	Sium apium
EPS735	EP97	Sium graveolens
EPS736	EP98	Anethum arvense
EPS737	EP98	Anethum involucratum
EPS738	EP98	Angelica graveolens
EPS739	EP98	Carum graveolens
EPS740	EP98	Celeri graveolens
EPS741	EP98	Ferula graveolens
EPS742	EP98	Heracleum graveolens
EPS743	EP98	Pastinaca anethum
EPS744	EP98	Pastinaca graveolens
EPS745	EP98	Peucedanum anethum
EPS746	EP98	Peucedanum graveolens
EPS747	EP98	Peucedanum graveolens
EPS748	EP98	Peucedanum sowa
EPS749	EP98	Selinum anethum
EPS750	EP98	Selinum graveolens
EPS751	EP98	Sium apium
EPS752	EP98	Sium graveolens
EPS753	EP98	Anethum arvense
EPS754	EP98	Anethum involucratum
EPS755	EP98	Angelica graveolens
EPS756	EP98	Carum graveolens
EPS757	EP98	Celeri graveolens
EPS758	EP98	Ferula graveolens
EPS759	EP98	Heracleum graveolens
EPS760	EP98	Pastinaca anethum
EPS761	EP98	Pastinaca graveolens
EPS762	EP98	Peucedanum anethum
EPS763	EP98	Peucedanum graveolens
EPS764	EP98	Peucedanum graveolens
EPS765	EP98	Peucedanum sowa
EPS766	EP98	Selinum anethum
EPS767	EP98	Selinum graveolens
EPS768	EP98	Sium apium
EPS769	EP98	Sium graveolens
EPS770	EP99	Anethum arvense
EPS771	EP99	Anethum involucratum
EPS772	EP99	Angelica graveolens
EPS773	EP99	Carum graveolens
EPS774	EP99	Celeri graveolens
EPS775	EP99	Ferula graveolens
EPS776	EP99	Heracleum graveolens
EPS777	EP99	Pastinaca anethum
EPS778	EP99	Pastinaca graveolens
EPS779	EP99	Peucedanum anethum
EPS780	EP99	Peucedanum graveolens
EPS781	EP99	Peucedanum graveolens
EPS782	EP99	Peucedanum sowa
EPS783	EP99	Selinum anethum
EPS784	EP99	Selinum graveolens
EPS785	EP99	Sium apium
EPS786	EP99	Sium graveolens
EPS787	EP100	Anethum arvense
EPS788	EP100	Anethum involucratum
EPS789	EP100	Angelica graveolens
EPS790	EP100	Carum graveolens
EPS791	EP100	Celeri graveolens
EPS792	EP100	Ferula graveolens
EPS793	EP100	Heracleum graveolens
EPS794	EP100	Pastinaca anethum
EPS795	EP100	Pastinaca graveolens
EPS796	EP100	Peucedanum anethum
EPS797	EP100	Peucedanum graveolens
EPS798	EP100	Peucedanum graveolens
EPS799	EP100	Peucedanum sowa
EPS800	EP100	Selinum anethum
EPS801	EP100	Selinum graveolens
EPS802	EP100	Sium apium
EPS803	EP100	Sium graveolens
EPS804	EP101	Apium ternatum
EPS805	EP101	Ligusticum acutilobum
EPS806	EP101	Sium triternatum
EPS807	EP102	
EPS808	EP104	
EPS809	EP105	Annona asiatica
EPS810	EP105	Annona cinerea
EPS811	EP105	Annona forskahlii
EPS812	EP105	Annona glabra
EPS813	EP105	Guanabanus squamosus
EPS814	EP105	Xylopia frutescens
EPS815	EP105	Xylopia glabra
EPS816	EP105	Xylopicron glabrum
EPS817	EP106	Annona marcgravii
EPS818	EP106	Annona montana marcgravii
EPS819	EP106	Annona pisonis
EPS820	EP106	Annona sphaerocarpa
EPS821	EP108	Anthemis altissima
EPS822	EP108	Anthemis guicciardii
EPS823	EP108	Anthemis muenteriana
EPS824	EP108	Anthemis tomentosa
EPS825	EP108	Anthemis tomentosa discoidea
EPS826	EP108	Anthemis urvillaeana
EPS827	EP109	Anthemis alpina
EPS828	EP109	Anthemis carpatica
EPS829	EP109	Anthemis carpatica balcanica
EPS830	EP109	Anthemis carpatica macedonia
EPS831	EP109	Anthemis carpatica nigra
EPS832	EP109	Anthemis carpatica puberula
EPS833	EP109	Anthemis carpatica pumila
EPS834	EP109	Anthemis carpatica styriaca
EPS835	EP109	Anthemis carpatica subcinerea
EPS836	EP109	Anthemis carpatica subscaposa
EPS837	EP109	Anthemis cretica carpatica
EPS838	EP109	Anthemis grandiflora
EPS839	EP109	Anthemis graveolens
EPS840	EP109	Anthemis kitaibelii
EPS841	EP109	Anthemis montana
EPS842	EP109	Anthemis montana balcanica
EPS843	EP109	Anthemis mucronulata
EPS844	EP109	Anthemis orientalis carpatica
EPS845	EP109	Anthemis styriaca
EPS846	EP109	Anthemis subcinerea
EPS847	EP109	Anthemis subscaposa
EPS848	EP110	
EPS849	EP111	
EPS850	EP112	
EPS851	EP113	
EPS852	EP114	
EPS853	EP115	Anthemis montana
EPS854	EP118	Anacyclus triumfetti
EPS855	EP118	Anthemis caucasica
EPS856	EP118	Anthemis cossoniana
EPS857	EP118	Anthemis dumetorum
EPS858	EP118	Anthemis khorasanica
EPS859	EP118	Anthemis nigricans
EPS860	EP118	Anthemis palumboi
EPS861	EP118	Anthemis platyglossa
EPS862	EP118	Anthemis rigescens
EPS863	EP118	Anthemis tinctoria flosculosa
EPS864	EP118	Anthemis tinctoria triumfettii
EPS865	EP118	Anthemis triumfettii
EPS866	EP118	Anthemis triumfettii aligulata
EPS867	EP118	Anthemis triumfettii cossoniana
EPS868	EP118	Anthemis triumfettii decumbens
EPS869	EP118	Anthemis triumfettii flosculosa
EPS870	EP118	Anthemis triumfettii khorasanica
EPS871	EP118	Anthemis triumfettii vitellina
EPS872	EP118	Anthemis woronowii
EPS873	EP118	Chamaemelum triumfettii
EPS874	EP118	Cota aligulatae
EPS875	EP118	Cota dumetorum
EPS876	EP118	Cota macrantha vitellina
EPS877	EP118	Cota rigescens
EPS878	EP118	Cota woronowii
EPS879	EP119	Anthocleista auriculata
EPS880	EP119	Anthocleista bequaerti
EPS881	EP119	Anthocleista buchneri
EPS882	EP119	Anthocleista kalbreyeri
EPS883	EP119	Anthocleista lanceolata
EPS884	EP119	Anthocleista macrantha
EPS885	EP119	Anthocleista talbotii
EPS886	EP119	Anthocleista zenkeri
EPS887	EP120	Anthriscus cerefolium longirostris
EPS888	EP120	Anthriscus chaerophyllus
EPS889	EP120	Anthriscus longirostris
EPS890	EP120	Anthriscus sativa
EPS891	EP120	Anthriscus trachysperma
EPS892	EP120	Anthriscus trichosperma
EPS893	EP120	Cerefolium cerefolium
EPS894	EP120	Cerefolium sativum
EPS895	EP120	Cerefolium sylvestre
EPS896	EP120	Cerefolium trichospermum
EPS897	EP120	Chaerefolium cerefolium
EPS898	EP120	Chaerophyllum cerefolium
EPS899	EP120	Chaerophyllum nemorosum
EPS900	EP120	Chaerophyllum sativum
EPS901	EP120	Scandix cerefolium
EPS902	EP120	Scandix tenuifolia
EPS903	EP120	Scandix trichosperma
EPS904	EP120	Selinum cerefolium
EPS905	EP123	Apium celleri
EPS906	EP123	Apium decumbens
EPS907	EP123	Apium graveolens bashmensis
EPS908	EP123	Apium graveolens butronensis
EPS909	EP123	Apium graveolens butronensis
EPS910	EP123	Apium graveolens lusitanicum
EPS911	EP123	Apium graveolens rapaceum
EPS912	EP123	Apium graveolens rapaceum
EPS913	EP123	Apium integrilobum
EPS914	EP123	Apium lobatum
EPS915	EP123	Apium lusitanicum
EPS916	EP123	Apium maritimum
EPS917	EP123	Apium napaceum
EPS918	EP123	Apium rapaceum
EPS919	EP123	Apium vulgare
EPS920	EP123	Carum graveolens
EPS921	EP123	Celeri graveolens
EPS922	EP123	Helosciadium ruta
EPS923	EP123	Helosciadium rutaceum
EPS924	EP123	Selinum graveolens
EPS925	EP123	Seseli graveolens
EPS926	EP123	Sison ruta
EPS927	EP123	Sison trifidum
EPS928	EP123	Sium apium
EPS929	EP123	Sium graveolens
EPS930	EP123	Smyrnium laterale
EPS931	EP124	Agallochum malaccense
EPS932	EP124	Agallochum officinarum
EPS933	EP124	Aloexylum agallochum
EPS934	EP124	Aloexylum verum
EPS935	EP124	Aquilaria agallochum
EPS936	EP124	Aquilaria moluccensis
EPS937	EP124	Aquilaria ovata
EPS938	EP124	Aquilaria secundaria
EPS939	EP124	Aquilariella malaccensis
EPS940	EP125	Arabidopsis thaliana apetala
EPS941	EP125	Arabidopsis thaliana brachycarpa
EPS942	EP125	Arabidopsis thaliana genuina
EPS943	EP125	Arabidopsis thaliana thaliana
EPS944	EP125	Arabis pubicalyx
EPS945	EP125	Arabis thaliana
EPS946	EP125	Arabis zeyheriana
EPS947	EP125	Conringia thaliana
EPS948	EP125	Hesperis thaliana
EPS949	EP125	Phryne gesneri
EPS950	EP125	Sisymbrium bellidifolium
EPS951	EP125	Sisymbrium thalianum
EPS952	EP125	Stenophragma thalianum
EPS953	EP126	Argania sideroxylon
EPS954	EP126	Argania spinosa
EPS955	EP126	Argania spinosa apiculata
EPS956	EP126	Argania spinosa mutica
EPS957	EP126	Sideroxylon argan
EPS958	EP126	Verlangia argan
EPS959	EP127	Arnica bernardina
EPS960	EP127	Arnica chamissonis andina
EPS961	EP127	Arnica chamissonis bernardina
EPS962	EP127	Arnica chamissonis foliosa
EPS963	EP127	Arnica chamissonis incana
EPS964	EP127	Arnica chamissonis incana
EPS965	EP127	Arnica chamissonis incana
EPS966	EP127	Arnica chamissonis jepsoniana
EPS967	EP127	Arnica chamissonis maguirei
EPS968	EP127	Arnica foliosa
EPS969	EP127	Arnica foliosa andina
EPS970	EP127	Arnica incana
EPS971	EP127	Arnica maguirei
EPS972	EP127	Arnica montana
EPS973	EP128	Ammi anethifolium
EPS974	EP128	Daucus artedia
EPS975	EP128	Tordylium arthedia
EPS976	EP132	Abrotanum alpestre
EPS977	EP132	Abrotanum ambiguum
EPS978	EP132	Abrotanum brachylobium
EPS979	EP132	Abrotanum congestum
EPS980	EP132	Abrotanum incanescens
EPS981	EP132	Abrotanum mas
EPS982	EP132	Abrotanum pauciflorum
EPS983	EP132	Abrotanum pedunculare
EPS984	EP132	Abrotanum platylobum
EPS985	EP132	Abrotanum pulverulentum
EPS986	EP132	Abrotanum rhodanicum
EPS987	EP132	Abrotanum suave
EPS988	EP132	Abrotanum virgatum
EPS989	EP132	Abrotanum viridulum
EPS990	EP132	Abrotanum xerophilum
EPS991	EP132	Artemisia abrotanifolium
EPS992	EP132	Artemisia altissima
EPS993	EP132	Artemisia anethifolia
EPS994	EP132	Artemisia elatior
EPS995	EP132	Artemisia elegans
EPS996	EP132	Artemisia foeniculacea
EPS997	EP132	Artemisia herbacea
EPS998	EP132	Artemisia herbacea
EPS999	EP132	Artemisia humilis
EPS1000	EP132	Artemisia naronitana
EPS1001	EP132	Artemisia paniculata
EPS1002	EP132	Artemisia procera
EPS1003	EP132	Artemisia sabulosa
EPS1004	EP132	Artemisia tenuissima
EPS1005	EP133	Absinthium bipedale
EPS1006	EP133	Absinthium majus
EPS1007	EP133	Absinthium officinale
EPS1008	EP133	Absinthium vulgare
EPS1009	EP133	Artemisia albida
EPS1010	EP133	Artemisia arborescens cupaniana
EPS1011	EP133	Artemisia inodora
EPS1012	EP133	Artemisia pendula
EPS1013	EP133	Artemisia rehan
EPS1014	EP133	Artemisia rhaetica
EPS1015	EP135	Artemisia annua macrocephala
EPS1016	EP135	Artemisia chamomilla
EPS1017	EP135	Artemisia exilis
EPS1018	EP135	Artemisia hyrcana
EPS1019	EP135	Artemisia plumosa
EPS1020	EP135	Artemisia stewartii
EPS1021	EP135	Artemisia suaveolens
EPS1022	EP135	Artemisia wadei
EPS1023	EP136	Absinthium arborescens
EPS1024	EP136	Absinthium argenteum
EPS1025	EP136	Artemisia argentea
EPS1026	EP136	Artemisia elegans
EPS1027	EP137	Artemisia canescens
EPS1028	EP137	Artemisia potentillifolia
EPS1029	EP138	Artemisia aucheri
EPS1030	EP138	Artemisia griffithiana
EPS1031	EP138	Artemisia maritima aucheri
EPS1032	EP138	Artemisia maritima beta
EPS1033	EP139	Artemisia barrelieri
EPS1034	EP139	Seriphidium barrelieri
EPS1035	EP142	Artemisia campestris
EPS1036	EP142	Draconia ledebouriana
EPS1037	EP142	Oligosporus ledebourianus
EPS1038	EP142	Artemisia campestris
EPS1039	EP142	Draconia ledebouriana
EPS1040	EP142	Oligosporus ledebourianus
EPS1041	EP144	Artemisia ciniformis
EPS1042	EP145	Absinthium grandiflorum
EPS1043	EP145	Absinthium nitens
EPS1044	EP145	Absinthium sericeum
EPS1045	EP145	Artemisia borealis ledebouri
EPS1046	EP145	Artemisia coerulescens
EPS1047	EP145	Artemisia commutata pallasiana
EPS1048	EP145	Artemisia grandiflorum
EPS1049	EP145	Artemisia holosericea
EPS1050	EP145	Artemisia holosericea grandiflora
EPS1051	EP145	Artemisia holosericea parviflora
EPS1052	EP145	Artemisia nitens
EPS1053	EP145	Artemisia sericea gmeliniana
EPS1054	EP145	Artemisia sericea grandiflora
EPS1055	EP145	Artemisia sericea ledebouriana
EPS1056	EP145	Artemisia sericea nitens
EPS1057	EP145	Artemisia sericea pallasiana
EPS1058	EP145	Artemisia sericea parviflora
EPS1059	EP145	Artemisia sericea parviflora
EPS1060	EP146	Absinthium grandiflorum
EPS1061	EP146	Absinthium nitens
EPS1062	EP146	Absinthium sericeum
EPS1063	EP146	Artemisia borealis ledebouri
EPS1064	EP146	Artemisia coerulescens
EPS1065	EP146	Artemisia commutata pallasiana
EPS1066	EP146	Artemisia grandiflorum
EPS1067	EP146	Artemisia holosericea
EPS1068	EP146	Artemisia holosericea grandiflora
EPS1069	EP146	Artemisia holosericea parviflora
EPS1070	EP146	Artemisia nitens
EPS1071	EP146	Artemisia sericea gmeliniana
EPS1072	EP146	Artemisia sericea grandiflora
EPS1073	EP146	Artemisia sericea ledebouriana
EPS1074	EP146	Artemisia sericea nitens
EPS1075	EP146	Artemisia sericea pallasiana
EPS1076	EP146	Artemisia sericea parviflora
EPS1077	EP146	Artemisia sericea parviflora
EPS1078	EP148	Artemisia caerulescens densiflora
EPS1079	EP148	Artemisia caerulescens densiflora
EPS1080	EP148	Artemisia caerulescens densiflora
EPS1081	EP148	Artemisia densiflora
EPS1082	EP148	Artemisia gallica densiflora
EPS1083	EP149	Artemisia deserti
EPS1084	EP150	Artemisia diffusa
EPS1085	EP151	Absinthium cernuum
EPS1086	EP151	Artemisia aromatica
EPS1087	EP151	Artemisia cernua
EPS1088	EP151	Artemisia crithmifolia
EPS1089	EP151	Artemisia desertorum macrocephala
EPS1090	EP151	Artemisia dracunculiformis
EPS1091	EP151	Artemisia dracunculina
EPS1092	EP151	Artemisia dracunculoides
EPS1093	EP151	Artemisia dracunculoides dracunculina
EPS1094	EP151	Artemisia dracunculus inodora
EPS1095	EP151	Artemisia dracunculus minor
EPS1096	EP151	Artemisia glauca dracunculina
EPS1097	EP151	Artemisia glauca megacephala
EPS1098	EP151	Artemisia inodora
EPS1099	EP151	Artemisia nutans
EPS1100	EP151	Artemisia nuttalliana
EPS1101	EP151	Artemisia redowskyi
EPS1102	EP151	Draconia dracunculiformis
EPS1103	EP151	Draconia dracunculus
EPS1104	EP151	Oligosporus condimentarius
EPS1105	EP151	Oligosporus crithmifolius
EPS1106	EP151	Oligosporus dracunculiformis
EPS1107	EP151	Oligosporus dracunculinus
EPS1108	EP151	Oligosporus dracunculoides
EPS1109	EP151	Oligosporus dracunculus
EPS1110	EP151	Oligosporus dracunculus dracunculinus
EPS1111	EP151	Oligosporus nuttallianus
EPS1112	EP152	Artemisia ferganensis
EPS1113	EP153	Artemisia fragrans
EPS1114	EP153	Artemisia fragrans erivanica
EPS1115	EP153	Artemisia fragrans phyllostachys
EPS1116	EP153	Artemisia lercheana
EPS1117	EP153	Artemisia oliveriana
EPS1118	EP153	Artemisia pendula
EPS1119	EP153	Artemisia taurica
EPS1120	EP153	Seriphidium fragrans erivanicum
EPS1121	EP153	Seriphidium fragrans phyllostachys
EPS1122	EP154	Artemisia acetica
EPS1123	EP154	Artemisia anglica
EPS1124	EP154	Artemisia brevifolia
EPS1125	EP154	Artemisia compacta
EPS1126	EP154	Artemisia contra
EPS1127	EP154	Artemisia cyna
EPS1128	EP154	Artemisia dioscoridis
EPS1129	EP154	Artemisia gallica
EPS1130	EP154	Artemisia humilis
EPS1131	EP154	Artemisia laricifolia
EPS1132	EP154	Artemisia lercheana
EPS1133	EP154	Artemisia lerchii
EPS1134	EP154	Artemisia maritima
EPS1135	EP154	Artemisia maritima dahurica
EPS1136	EP154	Artemisia messerschmidii
EPS1137	EP154	Artemisia nutans
EPS1138	EP154	Artemisia pallasii
EPS1139	EP154	Artemisia palmata
EPS1140	EP154	Artemisia pulchella
EPS1141	EP154	Artemisia salina
EPS1142	EP154	Artemisia salina
EPS1143	EP154	Artemisia seriphium
EPS1144	EP154	Seriphidium maritimum palmatum
EPS1145	EP154	Seriphidium maritimum salinum
EPS1146	EP155	Artemisia abrotanoides
EPS1147	EP155	Artemisia annua
EPS1148	EP155	Artemisia baicalensis
EPS1149	EP155	Artemisia gmelinii
EPS1150	EP155	Artemisia gmelinii discolor
EPS1151	EP155	Artemisia gmelinii intermedia
EPS1152	EP155	Artemisia gmelinii intermedia
EPS1153	EP155	Artemisia gmelinii iwayomogi
EPS1154	EP155	Artemisia gmelinii latiloba
EPS1155	EP155	Artemisia gmelinii legitima
EPS1156	EP155	Artemisia gmelinii manshurica
EPS1157	EP155	Artemisia gmelinii minor
EPS1158	EP155	Artemisia iwayomogi
EPS1159	EP155	Artemisia messerschmidiana laxiflora
EPS1160	EP155	Artemisia messerschmidiana viridis
EPS1161	EP155	Artemisia millefoliata
EPS1162	EP155	Artemisia racemifera
EPS1163	EP155	Artemisia sacarorum manshurica
EPS1164	EP155	Artemisia sacrorum
EPS1165	EP155	Artemisia sacrorum freyniana
EPS1166	EP155	Artemisia sacrorum intermedia
EPS1167	EP155	Artemisia sacrorum intermedia
EPS1168	EP155	Artemisia sacrorum intermedia
EPS1169	EP155	Artemisia sacrorum iwayomogi
EPS1170	EP155	Artemisia sacrorum laciniiformis
EPS1171	EP155	Artemisia sacrorum latiloba
EPS1172	EP155	Artemisia sacrorum laxiflora
EPS1173	EP155	Artemisia sacrorum laxiflora
EPS1174	EP155	Artemisia sacrorum mandshurica
EPS1175	EP155	Artemisia sacrorum minor
EPS1176	EP155	Artemisia sacrorum minor
EPS1177	EP155	Artemisia sacrorum santolinifolia
EPS1178	EP155	Artemisia sacrorum vestita
EPS1179	EP155	Artemisia sacrorum vestita
EPS1180	EP155	Artemisia sacrorum wallichiana
EPS1181	EP155	Artemisia tanacetifolia
EPS1182	EP155	Artemisia vestita discolor
EPS1183	EP155	Artemisia vestita viridis
EPS1184	EP156	Artemisia gypsacea
EPS1185	EP157	Artemisia aragonensis
EPS1186	EP157	Artemisia billardieriana
EPS1187	EP157	Artemisia herba-alba
EPS1188	EP157	Artemisia herba-alba communis
EPS1189	EP157	Artemisia herba-alba desertii
EPS1190	EP157	Artemisia lippii
EPS1191	EP157	Artemisia lippii
EPS1192	EP157	Artemisia ontina
EPS1193	EP157	Oligosporus lippii
EPS1194	EP157	Seriphidium herba-alba
EPS1195	EP158	Artanacetum fasciculatum
EPS1196	EP158	Artemisia fasciculata
EPS1197	EP158	Artemisia tifliensis
EPS1198	EP158	Tanacetum fasciculatum
EPS1199	EP158	Tanacetum incanum
EPS1200	EP158	Tanacetum orientale
EPS1201	EP160	Artemisia kermanensis
EPS1202	EP160	Seriphidium kermanense
EPS1203	EP161	Artemisia herba-alba densiflora
EPS1204	EP161	Artemisia khorassanica
EPS1205	EP161	Artemisia maracandica
EPS1206	EP161	Artemisia oliveriana
EPS1207	EP161	Artemisia serotina
EPS1208	EP161	Artemisia sogdiana
EPS1209	EP161	Seriphidium khorassanicum
EPS1210	EP161	Seriphidium khorassanicum
EPS1211	EP161	Seriphidium serotinum
EPS1212	EP161	Seriphidium serotinum maracandicum
EPS1213	EP161	Seriphidium sogdianum
EPS1214	EP162	Artemisia codringtonii
EPS1215	EP162	Artemisia kopetdaghensis
EPS1216	EP162	Turaniphytum kopetdaghense
EPS1217	EP163	Absinthium camphoratum
EPS1218	EP163	Absinthium corymbosum
EPS1219	EP163	Absinthium saxatile
EPS1220	EP163	Artemisia achilleifolia
EPS1221	EP163	Artemisia alba biasolettiana
EPS1222	EP163	Artemisia biasolettiana
EPS1223	EP163	Artemisia campestris
EPS1224	EP163	Artemisia camphorata
EPS1225	EP163	Artemisia camphorata nevadensis
EPS1226	EP163	Artemisia cinerea
EPS1227	EP163	Artemisia columnae
EPS1228	EP163	Artemisia corymbosa
EPS1229	EP163	Artemisia garganica
EPS1230	EP163	Artemisia incanescens
EPS1231	EP163	Artemisia intermedia
EPS1232	EP163	Artemisia lobelii
EPS1233	EP163	Artemisia nevadensis
EPS1234	EP163	Artemisia rupestris
EPS1235	EP163	Artemisia saxatilis
EPS1236	EP163	Artemisia saxatilis
EPS1237	EP163	Artemisia suavis
EPS1238	EP163	Artemisia subcanescens
EPS1239	EP163	Artemisia willdenowii
EPS1240	EP164	Artemisia acetica
EPS1241	EP164	Artemisia anglica
EPS1242	EP164	Artemisia brevifolia
EPS1243	EP164	Artemisia compacta
EPS1244	EP164	Artemisia contra
EPS1245	EP164	Artemisia cyna
EPS1246	EP164	Artemisia dioscoridis
EPS1247	EP164	Artemisia gallica
EPS1248	EP164	Artemisia humilis
EPS1249	EP164	Artemisia laricifolia
EPS1250	EP164	Artemisia lercheana
EPS1251	EP164	Artemisia lerchii
EPS1252	EP164	Artemisia maritima
EPS1253	EP164	Artemisia maritima dahurica
EPS1254	EP164	Artemisia messerschmidii
EPS1255	EP164	Artemisia nutans
EPS1256	EP164	Artemisia pallasii
EPS1257	EP164	Artemisia palmata
EPS1258	EP164	Artemisia pulchella
EPS1259	EP164	Artemisia salina
EPS1260	EP164	Artemisia salina
EPS1261	EP164	Artemisia seriphium
EPS1262	EP164	Seriphidium maritimum palmatum
EPS1263	EP164	Seriphidium maritimum salinum
EPS1264	EP165	Artemisia burmanica
EPS1265	EP165	Artemisia burmanica latifolia
EPS1266	EP165	Artemisia dolichocephala
EPS1267	EP165	Artemisia dolichocephala yunnanensis
EPS1268	EP165	Artemisia dubia acuminata
EPS1269	EP165	Artemisia dubia intermedia
EPS1270	EP165	Artemisia dubia legitima
EPS1271	EP165	Artemisia dubia longeracemulosa
EPS1272	EP165	Artemisia dubia myriantha
EPS1273	EP165	Artemisia pleiocephala yunnanensis
EPS1274	EP165	Artemisia vulgaris myriantha
EPS1275	EP165	Artemisia yunnanensis
EPS1276	EP166	Artemisia nilagirica lobulata
EPS1277	EP166	Artemisia nilagirica septemtrionalis
EPS1278	EP166	Artemisia vulgaris nilagirica
EPS1279	EP167	Artemisia nilagirica lobulata
EPS1280	EP167	Artemisia nilagirica septemtrionalis
EPS1281	EP167	Artemisia vulgaris nilagirica
