occurrenceId	verbatimScientificName	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species
	Artemisia barrelieri	Artemisia barrelieri Bess.	3120786	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium barrelieri
	Artemisia caerulescens	Artemisia caerulescens L.	3121347	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium caerulescens
	Artemisia caerulescens	Artemisia caerulescens L.	3121347	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium caerulescens
	Artemisia campestris	Artemisia campestris L.	3121461	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia campestris
	Artemisia chamaemelifolia	Artemisia chamaemelifolia Vill.	3121409	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia chamaemelifolia
	Artemisia ciniformis	Artemisia ciniformis Krasch. & Popov ex P.Poljakov	3121170	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium ciniforme
	Artemisia coerulescens	Artemisia L.	3120641	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	
	Artemisia coerulescens	Artemisia L.	3120641	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	
	Artemisia copa	Artemisia copa Phil.	3121465	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia copa
	Artemisia densiflora	Artemisia densiflora Viv.	4230023	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium densiflorum
	Artemisia deserti	Artemisia deserti Krasch.	3121641	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium deserti
	Artemisia diffusa	Artemisia diffusa Krasch. ex P.Poljakov	3121174	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium diffusum
	Artemisia dracunculus	Artemisia dracunculus L.	3121581	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia dracunculus
	Artemisia ferganensis	Artemisia ferganensis Krasch. ex Poljakov	3120800	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium ferganense
	Artemisia fragrans	Artemisia L.	3120641	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	
	Artemisia gallica	Artemisia L.	3120641	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	
	Artemisia gmelinii	Artemisia gmelinii Stechm.	3121593	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia gmelinii
	Artemisia gypsacea	"Artemisia gypsacea Krasch., Popov & Lincz. ex P.Poljakov"	3121627	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium gypsaceum
	Artemisia herba-alba	Artemisia L.	3120641	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	
	Artemisia incana	Artemisia incana Druce	3120660	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia incana
	Artemisia judaica	Artemisia judaica L.	3120789	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia judaica
	Artemisia kermanensis	Artemisia kermanensis D.Podl.	3121420	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium kermanense
	Artemisia khorassanica	Artemisia khorassanica D.Podl.	3121304	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium oliverianum
	Artemisia kopetdaghensis	"Artemisia kopetdaghensis Krasch., Popov & Lincz. ex Poljakov"	7638052	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia kopetdaghensis
	Artemisia lobelii	Artemisia lobelii All.	3121130	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia alba
	Artemisia maritima	Artemisia maritima Besser	7879222	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia maritima
	Artemisia myriantha	Artemisia myriantha Wall. ex DC.	9617366	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia myriantha
	Artemisia nilagirica	Artemisia nilagirica (C.B.Clarke) Pamp.	3120735	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia nilagirica
	Artemisia nilagirica	Artemisia nilagirica (C.B.Clarke) Pamp.	3120735	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia nilagirica
	Artemisia persica	Artemisia persica Boiss.	3120904	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia persica
	Artemisia roxburghiana	Artemisia roxburghiana Bess.	3120990	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia roxburghiana
	Artemisia santolina	Artemisia santolina Schrenk	3121315	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium santolinum
	Artemisia scoparia	Artemisia scoparia Waldst. & Kit.	3120713	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia scoparia
	Artemisia sieberi	Artemisia sieberi Bess.	3121020	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium sieberi
	Artemisia splendens	Artemisia splendens Willd.	3121200	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia splendens
	Artemisia stelleriana	Artemisia stelleriana Bess.	3121391	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia stelleriana
	Artemisia subdigitata	Artemisia subdigitata Mattf.	3121047	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia dubia
	Artemisia verlotiorum	Artemisia verlotiorum Lamotte	3120790	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia verlotiorum
	Artemisia verlotiorum Lamotte	Artemisia verlotiorum Lamotte	3120790	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia verlotiorum
	Artemisia vulgaris	Artemisia vulgaris L.	3120946	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia vulgaris
	Artemisia wallichiana	Artemisia wallichiana Bess.	3120966	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia indica
	Artemisia eriantha	Artemisia eriantha Ten.	4229609	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia umbelliformis
	Aspilia africana	Aspilia africana (Pers.) C.D.Adams	5396273	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aspilia	Aspilia africana
	Astartea leptophylla	Astartea leptophylla Schauer	5419579	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Astartea	Astartea fascicularis
	Astartea sp. nov.	Astartea DC.	3184794	EXACT	85	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Astartea	
	Aster ageratoides	Aster ageratoides Turcz.	5387639	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aster	Aster ageratoides
	Astrodaucus orientalis	Astrodaucus orientalis Drude	3634505	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Astrodaucus	Astrodaucus orientalis
	Astrodaucus persicus	Astrodaucus persicus Drude	3634492	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Astrodaucus	Astrodaucus persicus
	Astydamia latifolia	Astydamia latifolia (L.fil.) O.Ktze.	7670240	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Astydamia	Astydamia latifolia
	Athamanta sicula	Athamanta sicula L.	3633322	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Athamanta	Athamanta sicula
	Athamanta turbith	Athamanta turbith	3633250	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Athamanta	Athamanta turbith
	Athamanta turbith	Athamanta turbith	3633250	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Athamanta	Athamanta turbith
	Athrotaxis cupressoides	Athrotaxis cupressoides D.Don	2684870	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Athrotaxis	Athrotaxis cupressoides
	Athrotaxis selaginoides	Athrotaxis selaginoides D.Don	2684865	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Athrotaxis	Athrotaxis selaginoides
	Athrotaxis taxifolia	Athrotaxis D.Don	2684864	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Athrotaxis	
	Atalantia roxburghiana	Atalantia roxburghiana Hook.f.	5593736	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Atalantia	Atalantia roxburghiana
	Austrocedrus chilensis	Austrocedrus chilensis (D.Don) Pic.Serm. & M.P.Bizzarri	2684878	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Austrocedrus	Austrocedrus chilensis
	Averrhoa carmbola	Averrhoa carambola L.	2891641	FUZZY	96	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Averrhoa	Averrhoa carambola
	Azilia eryngioedes	Azilia eryngioides (Pau) Hedge & Lamond	5537976	FUZZY	96	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Azilia	Azilia eryngioides
	Baccharis articulata	Baccharis articulata Pers.	3129570	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis articulata
	Baccharis articulata	Baccharis articulata Pers.	3129570	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis articulata
	Baccharis coridifolia	Baccharis coridifolia DC.	3129366	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis coridifolia
	Baccharis dracunculifolia	Baccharis dracunculifolia DC.	3129176	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis dracunculifolia
	Baccharis elaeoides	Baccharis elaeoides J.R̩my	3129519	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis elaeoides
	Baccharis halimifolia	Baccharis halimifolia L.	3129663	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis halimifolia
	Baccharis linearis	Baccharis linearis (Ruiz & Pav.) Pers.	8137629	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis linearis
	Baccharis linearis	Baccharis linearis (Ruiz & Pav.) Pers.	8137629	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis linearis
	Baccharis magellanica	Baccharis magellanica (Lam.) Pers.	3129566	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis magellanica
	Baccharis obovata	Baccharis obovata Hook. & Arn.	8258117	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis obovata
	Baccharis racemosa	Baccharis racemosa DC.	3129339	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis racemosa
	Baccharis salicifolia	Baccharis salicifolia (Ruiz & Pav.) Pers.	3129643	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis salicifolia
	Baccharis spartioides	Baccharis spartioides (Hook. & Arn.) C.Gay	3129220	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pseudobaccharis	Pseudobaccharis spartioides
	Baccharis tenella	Baccharis tenella Hook. & Arn.	3129146	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pseudobaccharis	Pseudobaccharis tenella
	Baccharis tricuneata	Baccharis tricuneata Pers.	3129202	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	Baccharis tricuneata
	Backhousia enata	"Backhousia enata A.J.Ford, Craven & J.Holmes"	3185099	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Backhousia	Backhousia enata
	Backhousia myrtifolia	Backhousia myrtifolia Hook.	3185104	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Backhousia	Backhousia myrtifolia
	Backhousia citriodora	Backhousia citriodora F.Muell.	3185109	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Backhousia	Backhousia citriodora
	Ballota aucheri	Ballota aucheri Boiss.	3883284	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ballota	Ballota aucheri
	Barongia lophandra	Barongia lophandra Peter G.Wilson & B.Hyland	3188324	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Barongia	Barongia lophandra
	Bauhinia ungulata	Bauhinia ungulata L.	2952993	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia	Bauhinia ungulata
	Becium grandiflorum	Becium grandiflorum (Lam.) Pic.Serm.	7306452	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum grandiflorum
	Berula erecta	Berula erecta (Huds.) Coville	3034699	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Berula	Berula erecta
	Bidens alba	Bidens alba DC.	5391861	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens alba
	Bidens cernua	Bidens cernua L.	5391710	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens cernua
	Bidens gardneri	Bidens gardneri Baker	5391782	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens gardneri
	Bidens pilosa	Bidens pilosa L.	5391845	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens pilosa
	Bidens sulphurea	Bidens sulphurea (Cav.) Sch.Bip.	5389412	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cosmos	Cosmos sulphureus
	Bidens tripartita	Bidens tripartita L.	5391862	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens tripartita
	Bifora radians	Bifora radians M.Bieb.	5371870	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bifora	Bifora radians
	Biota orientalis	Biota orientalis (L.) Endl.	2684857	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Platycladus	Platycladus orientalis
	Bixa orellana	Bixa orellana L.	2874863	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Malvales	Bixaceae	Bixa	Bixa orellana
	Blepharocalyx gigantea	Blepharocalyx giganteus Lillo	3187902	FUZZY	97	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Blepharocalyx	Blepharocalyx salicifolius
	Blepharocalyx salicifolius	Blepharocalyx salicifolius O.Berg	3187875	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Blepharocalyx	Blepharocalyx salicifolius
	Blepharocalyx tweediei	Blepharocalyx tweediei (Hook. & Arn.) O.Berg	3187897	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Blepharocalyx	Blepharocalyx salicifolius
	Bocageopsis multiflora	Bocageopsis multiflora R.E.Fr.	3156936	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Bocageopsis	Bocageopsis multiflora
	Boesenbergia pandurata	Boesenbergia pandurata (Roxb.) Schltr.	2758487	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Boesenbergia	Boesenbergia rotunda
	Bombycilaena erecta	Bombycilaena erecta (L.) Smoljan.	3088395	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bombycilaena	Bombycilaena erecta
	Borago officinalis	Borago officinalis L.	2926110	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Borago	Borago officinalis
	Bowdichia virgilioides	Bowdichia virgilioides Kunth	2975476	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Bowdichia	Bowdichia virgilioides
	Brachystegia nigerica	Brachystegia nigerica Hoyle & A.P.D.Jones	2952680	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Brachystegia	Brachystegia nigerica
	Brassica oleracea	Brassica oleracea L.	3042845	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica oleracea
	Bryophyllum pinnatum	Bryophyllum pinnatum (Lam.) Oken	5362077	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Kalanchoe	Kalanchoe pinnata
	Bunium cylindricum	Bunium cylindricum Drude	3641832	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bunium	Bunium cylindricum
	Bunium persicum	Bunium persicum B.Fedtsch.	3640958	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bunium	Bunium persicum
	Bunium persicum	Bunium persicum B.Fedtsch.	3640958	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bunium	Bunium persicum
	Bupleurum bicaule	Bupleurum bicaule Helm	6027174	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum bicaule
	Bupleurum chinense	Bupleurum chinense DC.	6027145	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum chinense
	Bupleurum fruticosum	Bupleurum fruticosum L.	3638793	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum fruticosum
	Bupleurum gibraltarium	Bupleurum gibraltarium Lam.	8001350	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum gibraltarium
	Bupleurum longicaule	Bupleurum longicaule Wall.	7914402	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum longicaule
	Bupleurum malconense	Bupleurum malconense Shan & Yin Li	3637801	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum malconense
	Bupleurum marginatum	Bupleurum marginatum Wall. ex DC.	6027033	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum marginatum
	Bupleurum microcephalum	Bupleurum microcephalum Diels	3637682	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum microcephalum
	Bupleurum rigidum	Bupleurum rigidum L.	6026935	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum rigidum
	Bupleurum scorzonerifolium	Bupleurum scorzonerifolium Willd.	6026926	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum scorzonerifolium
	Bupleurum smithii	Bupleurum smithii H.Wolff	6026904	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum smithii
	Bupleurum wenchuanense	Bupleurum wenchuanense Shan & Yin Li	3635704	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum wenchuanense
	Bupleurum yinchowense	Bupleurum yinchowense Shan & Yin Li	3635628	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum	Bupleurum yinchowense
	Bursera aromatica	Bursera aromatica Proctor	3993123	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Bursera	Bursera aromatica
	Bursera hollickii	Bursera hollickii Fawc. & Rendle	3993775	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Bursera	Bursera hollickii
	Bursera microphylla	Bursera microphylla A.Gray	3190447	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae	Bursera	Bursera microphylla
	Citrus reticulata x Citrus sinensis	Plantae	6	HIGHERRANK	99	ACCEPTED	KINGDOM	Plantae						
	Cachrys alpina	Cachrys alpina Bieb.	3635288	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Prangos	Prangos trifida
	Cachrys ferulacea	Cachrys ferulacea (L.) Calestani	3635009	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Prangos	Prangos ferulacea
	Cachrys trifida	Cachrys trifida Mill.	6026778	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Prangos	Prangos trifida
	Caesalpinia violacea	Caesalpinia violacea Standl.	2958463	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Caesalpinia	Caesalpinia violacea
	Calamintha nepeta	Calamintha nepeta (L.) Savi	5341295	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium nepeta
	Calamintha nepeta	Calamintha nepeta (L.) Savi	5341295	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium nepeta
	Calamintha nepeta	Calamintha nepeta (L.) Savi	5341295	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium nepeta
	Calamintha nepeta	Calamintha nepeta (L.) Savi	5341295	EXACT	98	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium nepeta
	Calamintha sylvatica	Calamintha sylvatica Bromf.	5341293	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium menthifolium
	Calamintha sylvatica	Calamintha sylvatica Bromf.	5341293	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium	Clinopodium menthifolium
	Calamintha tauricola	Calamintha tauricola P.H.Davis	5610196	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Drymosiphon	Drymosiphon tauricola
	Calamintha var.darensis	Calamintha Mill.	8169140	EXACT	83	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Calamintha	
